candidate_id,max_buy_rate,min_relative_volume_prev20,min_smoke_score,min_rank_gap,require_return_5d_positive,require_return_20d_positive,distance_to_52w_high_prev_min,dollar_volume_min,signal_days,eligible_buy_days,final_buy_days,buy_count,final_buy_rate,eligible_buy_rate,valid_windows,windows_positive_realized_excess,windows_win_rate_ge_52pct,avg_realized_return,avg_realized_excess_return,realized_win_rate,median_realized_return,worst_realized_return,best_realized_return,avg_realized_excess_excluding_best_trade,stop_hit_rate,target_1_hit_rate,target_2_hit_rate,time_exit_rate,avg_holding_days,best_trade,worst_trade,fail_reasons,status,risk_adjusted_score,score,window_summary_json
1,1.0,1.0,0.7,0.0,True,True,-0.35,10000000,604,545,545,545,0.902317880794702,0.902317880794702,10,7,3,0.016194331011742433,0.011970630374712824,0.42018348623853213,-0.048150710568703126,-0.1995124363073687,0.4437642483748696,0.011231421793336449,0.5669724770642202,0.3467889908256881,0.01834862385321101,0.06788990825688074,7.344954128440367,2024-10-24 MSTR 44.38% TARGET_2,2024-03-28 MSTR -19.95% STOP,"final_buy_rate_above_50pct, realized_win_rate_lt_52pct",RESEARCH_ONLY_NOT_TRADABLE,18.770746013847138,,"[{""window_start"":""2024-01-02"",""window_end"":""2024-03-29"",""signal_days"":61,""eligible_buy_days"":58,""final_buy_days"":58,""final_buy_rate"":0.9508196721,""status"":""ok"",""avg_realized_return"":0.043582154,""avg_realized_excess_return"":0.0382578321,""realized_win_rate"":0.5517241379,""stop_hit_rate"":0.4482758621,""target_1_hit_rate"":0.5,""target_2_hit_rate"":0.0172413793,""time_exit_rate"":0.0344827586},{""window_start"":""2024-04-01"",""window_end"":""2024-06-28"",""signal_days"":63,""eligible_buy_days"":56,""final_buy_days"":56,""final_buy_rate"":0.8888888889,""status"":""ok"",""avg_realized_return"":-0.0002696861,""avg_realized_excess_return"":-0.0082102971,""realized_win_rate"":0.3928571429,""stop_hit_rate"":0.5892857143,""target_1_hit_rate"":0.3392857143,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0714285714},{""window_start"":""2024-07-01"",""window_end"":""2024-09-30"",""signal_days"":64,""eligible_buy_days"":62,""final_buy_days"":62,""final_buy_rate"":0.96875,""status"":""ok"",""avg_realized_return"":0.0165709991,""avg_realized_excess_return"":0.0162324989,""realized_win_rate"":0.4838709677,""stop_hit_rate"":0.5161290323,""target_1_hit_rate"":0.3064516129,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1774193548},{""window_start"":""2024-10-01"",""window_end"":""2024-12-31"",""signal_days"":64,""eligible_buy_days"":61,""final_buy_days"":61,""final_buy_rate"":0.953125,""status"":""ok"",""avg_realized_return"":0.0103688736,""avg_realized_excess_return"":0.0082139936,""realized_win_rate"":0.3442622951,""stop_hit_rate"":0.6229508197,""target_1_hit_rate"":0.2786885246,""target_2_hit_rate"":0.0491803279,""time_exit_rate"":0.0491803279},{""window_start"":""2025-01-02"",""window_end"":""2025-03-31"",""signal_days"":60,""eligible_buy_days"":48,""final_buy_days"":48,""final_buy_rate"":0.8,""status"":""ok"",""avg_realized_return"":-0.0200419207,""avg_realized_excess_return"":-0.0161442996,""realized_win_rate"":0.2291666667,""stop_hit_rate"":0.75,""target_1_hit_rate"":0.1875,""target_2_hit_rate"":0.0208333333,""time_exit_rate"":0.0416666667},{""window_start"":""2025-04-01"",""window_end"":""2025-06-30"",""signal_days"":62,""eligible_buy_days"":49,""final_buy_days"":49,""final_buy_rate"":0.7903225806,""status"":""ok"",""avg_realized_return"":0.0306233898,""avg_realized_excess_return"":0.0108690246,""realized_win_rate"":0.5306122449,""stop_hit_rate"":0.4489795918,""target_1_hit_rate"":0.4081632653,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1428571429},{""window_start"":""2025-07-01"",""window_end"":""2025-09-30"",""signal_days"":64,""eligible_buy_days"":60,""final_buy_days"":60,""final_buy_rate"":0.9375,""status"":""ok"",""avg_realized_return"":0.0271532758,""avg_realized_excess_return"":0.0180901413,""realized_win_rate"":0.4333333333,""stop_hit_rate"":0.5333333333,""target_1_hit_rate"":0.35,""target_2_hit_rate"":0.0333333333,""time_exit_rate"":0.0833333333},{""window_start"":""2025-10-01"",""window_end"":""2025-12-31"",""signal_days"":64,""eligible_buy_days"":56,""final_buy_days"":56,""final_buy_rate"":0.875,""status"":""ok"",""avg_realized_return"":-0.0358665375,""avg_realized_excess_return"":-0.0314165305,""realized_win_rate"":0.1964285714,""stop_hit_rate"":0.8035714286,""target_1_hit_rate"":0.1607142857,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0357142857},{""window_start"":""2026-01-02"",""window_end"":""2026-03-31"",""signal_days"":61,""eligible_buy_days"":56,""final_buy_days"":56,""final_buy_rate"":0.9180327869,""status"":""ok"",""avg_realized_return"":-0.0007889168,""avg_realized_excess_return"":0.0040912024,""realized_win_rate"":0.3392857143,""stop_hit_rate"":0.6607142857,""target_1_hit_rate"":0.3214285714,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0178571429},{""window_start"":""2026-04-01"",""window_end"":""2026-06-30"",""signal_days"":41,""eligible_buy_days"":39,""final_buy_days"":39,""final_buy_rate"":0.9512195122,""status"":""ok"",""avg_realized_return"":0.1163671705,""avg_realized_excess_return"":0.1011410629,""realized_win_rate"":0.7948717949,""stop_hit_rate"":0.2051282051,""target_1_hit_rate"":0.7179487179,""target_2_hit_rate"":0.0769230769,""time_exit_rate"":0.0}]"
2,0.7,1.0,0.7,0.0,True,True,-0.25,10000000,604,540,417,417,0.6903973509933775,0.8940397350993378,10,7,5,0.01926321476735295,0.014240603881859411,0.4364508393285372,-0.045233180890136615,-0.17274292873974562,0.4437642483748696,0.013279403173297868,0.5491606714628298,0.354916067146283,0.019184652278177457,0.07673860911270983,7.609112709832134,2024-10-24 MSTR 44.38% TARGET_2,2025-02-03 OKLO -17.27% STOP,"final_buy_rate_above_50pct, realized_win_rate_lt_52pct",RESEARCH_ONLY_NOT_TRADABLE,19.67984453004508,,"[{""window_start"":""2024-01-02"",""window_end"":""2024-03-29"",""signal_days"":61,""eligible_buy_days"":58,""final_buy_days"":42,""final_buy_rate"":0.6885245902,""status"":""ok"",""avg_realized_return"":0.0472207772,""avg_realized_excess_return"":0.0398477381,""realized_win_rate"":0.5714285714,""stop_hit_rate"":0.4285714286,""target_1_hit_rate"":0.5,""target_2_hit_rate"":0.0238095238,""time_exit_rate"":0.0476190476},{""window_start"":""2024-04-01"",""window_end"":""2024-06-28"",""signal_days"":63,""eligible_buy_days"":56,""final_buy_days"":44,""final_buy_rate"":0.6984126984,""status"":""ok"",""avg_realized_return"":-0.0034070386,""avg_realized_excess_return"":-0.011050374,""realized_win_rate"":0.3636363636,""stop_hit_rate"":0.6136363636,""target_1_hit_rate"":0.3181818182,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0681818182},{""window_start"":""2024-07-01"",""window_end"":""2024-09-30"",""signal_days"":64,""eligible_buy_days"":60,""final_buy_days"":44,""final_buy_rate"":0.6875,""status"":""ok"",""avg_realized_return"":0.0260073885,""avg_realized_excess_return"":0.0226906918,""realized_win_rate"":0.5454545455,""stop_hit_rate"":0.4545454545,""target_1_hit_rate"":0.3409090909,""target_2_hit_rate"":0.0,""time_exit_rate"":0.2045454545},{""window_start"":""2024-10-01"",""window_end"":""2024-12-31"",""signal_days"":64,""eligible_buy_days"":61,""final_buy_days"":44,""final_buy_rate"":0.6875,""status"":""ok"",""avg_realized_return"":0.015962566,""avg_realized_excess_return"":0.0123334112,""realized_win_rate"":0.3409090909,""stop_hit_rate"":0.6136363636,""target_1_hit_rate"":0.2727272727,""target_2_hit_rate"":0.0454545455,""time_exit_rate"":0.0681818182},{""window_start"":""2025-01-02"",""window_end"":""2025-03-31"",""signal_days"":60,""eligible_buy_days"":47,""final_buy_days"":42,""final_buy_rate"":0.7,""status"":""ok"",""avg_realized_return"":-0.0142484471,""avg_realized_excess_return"":-0.0106682172,""realized_win_rate"":0.2619047619,""stop_hit_rate"":0.7142857143,""target_1_hit_rate"":0.2142857143,""target_2_hit_rate"":0.0238095238,""time_exit_rate"":0.0476190476},{""window_start"":""2025-04-01"",""window_end"":""2025-06-30"",""signal_days"":62,""eligible_buy_days"":47,""final_buy_days"":43,""final_buy_rate"":0.6935483871,""status"":""ok"",""avg_realized_return"":0.0289459239,""avg_realized_excess_return"":0.0066779201,""realized_win_rate"":0.5348837209,""stop_hit_rate"":0.4418604651,""target_1_hit_rate"":0.4186046512,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1395348837},{""window_start"":""2025-07-01"",""window_end"":""2025-09-30"",""signal_days"":64,""eligible_buy_days"":60,""final_buy_days"":44,""final_buy_rate"":0.6875,""status"":""ok"",""avg_realized_return"":0.0399026954,""avg_realized_excess_return"":0.0304407372,""realized_win_rate"":0.5227272727,""stop_hit_rate"":0.4545454545,""target_1_hit_rate"":0.4318181818,""target_2_hit_rate"":0.0227272727,""time_exit_rate"":0.0909090909},{""window_start"":""2025-10-01"",""window_end"":""2025-12-31"",""signal_days"":64,""eligible_buy_days"":56,""final_buy_days"":44,""final_buy_rate"":0.6875,""status"":""ok"",""avg_realized_return"":-0.0308113646,""avg_realized_excess_return"":-0.0276381058,""realized_win_rate"":0.2272727273,""stop_hit_rate"":0.7727272727,""target_1_hit_rate"":0.1818181818,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0454545455},{""window_start"":""2026-01-02"",""window_end"":""2026-03-31"",""signal_days"":61,""eligible_buy_days"":56,""final_buy_days"":42,""final_buy_rate"":0.6885245902,""status"":""ok"",""avg_realized_return"":-0.0043833724,""avg_realized_excess_return"":0.0031270444,""realized_win_rate"":0.3333333333,""stop_hit_rate"":0.6666666667,""target_1_hit_rate"":0.3095238095,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0238095238},{""window_start"":""2026-04-01"",""window_end"":""2026-06-30"",""signal_days"":41,""eligible_buy_days"":39,""final_buy_days"":28,""final_buy_rate"":0.6829268293,""status"":""ok"",""avg_realized_return"":0.1246629554,""avg_realized_excess_return"":0.1112909163,""realized_win_rate"":0.7857142857,""stop_hit_rate"":0.2142857143,""target_1_hit_rate"":0.6785714286,""target_2_hit_rate"":0.1071428571,""time_exit_rate"":0.0}]"
3,0.5,1.0,0.7,0.03,True,True,-0.15,10000000,604,297,278,278,0.4602649006622517,0.4917218543046358,10,8,5,0.024806794628677988,0.020263626364731346,0.4568345323741007,-0.043597660252426784,-0.17274292873974562,0.43289848855495916,0.018874233347180528,0.5359712230215827,0.37050359712230213,0.02158273381294964,0.07194244604316546,7.553956834532374,2024-10-25 MSTR 43.29% TARGET_2,2025-02-03 OKLO -17.27% STOP,realized_win_rate_lt_52pct,RESEARCH_ONLY_NOT_TRADABLE,22.75576788144978,,"[{""window_start"":""2024-01-02"",""window_end"":""2024-03-29"",""signal_days"":61,""eligible_buy_days"":28,""final_buy_days"":28,""final_buy_rate"":0.4590163934,""status"":""ok"",""avg_realized_return"":0.0527629899,""avg_realized_excess_return"":0.0455309742,""realized_win_rate"":0.6071428571,""stop_hit_rate"":0.3928571429,""target_1_hit_rate"":0.5357142857,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0714285714},{""window_start"":""2024-04-01"",""window_end"":""2024-06-28"",""signal_days"":63,""eligible_buy_days"":29,""final_buy_days"":29,""final_buy_rate"":0.4603174603,""status"":""ok"",""avg_realized_return"":0.0108930597,""avg_realized_excess_return"":0.001243844,""realized_win_rate"":0.4827586207,""stop_hit_rate"":0.5172413793,""target_1_hit_rate"":0.4137931034,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0689655172},{""window_start"":""2024-07-01"",""window_end"":""2024-09-30"",""signal_days"":64,""eligible_buy_days"":33,""final_buy_days"":32,""final_buy_rate"":0.5,""status"":""ok"",""avg_realized_return"":0.0391023787,""avg_realized_excess_return"":0.03278265,""realized_win_rate"":0.59375,""stop_hit_rate"":0.40625,""target_1_hit_rate"":0.34375,""target_2_hit_rate"":0.0,""time_exit_rate"":0.25},{""window_start"":""2024-10-01"",""window_end"":""2024-12-31"",""signal_days"":64,""eligible_buy_days"":40,""final_buy_days"":32,""final_buy_rate"":0.5,""status"":""ok"",""avg_realized_return"":0.0093977162,""avg_realized_excess_return"":0.0061668586,""realized_win_rate"":0.34375,""stop_hit_rate"":0.625,""target_1_hit_rate"":0.28125,""target_2_hit_rate"":0.03125,""time_exit_rate"":0.0625},{""window_start"":""2025-01-02"",""window_end"":""2025-03-31"",""signal_days"":60,""eligible_buy_days"":27,""final_buy_days"":27,""final_buy_rate"":0.45,""status"":""ok"",""avg_realized_return"":0.0082535381,""avg_realized_excess_return"":0.0106258377,""realized_win_rate"":0.2962962963,""stop_hit_rate"":0.6666666667,""target_1_hit_rate"":0.2592592593,""target_2_hit_rate"":0.037037037,""time_exit_rate"":0.037037037},{""window_start"":""2025-04-01"",""window_end"":""2025-06-30"",""signal_days"":62,""eligible_buy_days"":16,""final_buy_days"":16,""final_buy_rate"":0.2580645161,""status"":""ok"",""avg_realized_return"":0.0386080935,""avg_realized_excess_return"":0.0182104249,""realized_win_rate"":0.625,""stop_hit_rate"":0.375,""target_1_hit_rate"":0.5,""target_2_hit_rate"":0.0,""time_exit_rate"":0.125},{""window_start"":""2025-07-01"",""window_end"":""2025-09-30"",""signal_days"":64,""eligible_buy_days"":38,""final_buy_days"":32,""final_buy_rate"":0.5,""status"":""ok"",""avg_realized_return"":0.0514609363,""avg_realized_excess_return"":0.042259673,""realized_win_rate"":0.5625,""stop_hit_rate"":0.4375,""target_1_hit_rate"":0.46875,""target_2_hit_rate"":0.03125,""time_exit_rate"":0.0625},{""window_start"":""2025-10-01"",""window_end"":""2025-12-31"",""signal_days"":64,""eligible_buy_days"":32,""final_buy_days"":32,""final_buy_rate"":0.5,""status"":""ok"",""avg_realized_return"":-0.0292021875,""avg_realized_excess_return"":-0.0289471235,""realized_win_rate"":0.21875,""stop_hit_rate"":0.78125,""target_1_hit_rate"":0.1875,""target_2_hit_rate"":0.0,""time_exit_rate"":0.03125},{""window_start"":""2026-01-02"",""window_end"":""2026-03-31"",""signal_days"":61,""eligible_buy_days"":30,""final_buy_days"":30,""final_buy_rate"":0.4918032787,""status"":""ok"",""avg_realized_return"":-0.0228174308,""avg_realized_excess_return"":-0.0110431022,""realized_win_rate"":0.2333333333,""stop_hit_rate"":0.7666666667,""target_1_hit_rate"":0.2333333333,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0},{""window_start"":""2026-04-01"",""window_end"":""2026-06-30"",""signal_days"":41,""eligible_buy_days"":24,""final_buy_days"":20,""final_buy_rate"":0.487804878,""status"":""ok"",""avg_realized_return"":0.1341345678,""avg_realized_excess_return"":0.1201496082,""realized_win_rate"":0.8,""stop_hit_rate"":0.2,""target_1_hit_rate"":0.65,""target_2_hit_rate"":0.15,""time_exit_rate"":0.0}]"
4,0.3,1.0,0.75,0.03,True,True,-0.35,10000000,604,308,178,178,0.2947019867549669,0.5099337748344371,10,6,5,0.01742050578911781,0.014043201812073742,0.43820224719101125,-0.04787091436280705,-0.1681943943312465,0.37756383973188923,0.012055996470362403,0.550561797752809,0.33146067415730335,0.016853932584269662,0.10112359550561797,7.764044943820225,2025-01-24 OKLO 37.76% TARGET_1,2025-06-12 OKLO -16.82% STOP,realized_win_rate_lt_52pct,RESEARCH_ONLY_NOT_TRADABLE,17.73361219295109,,"[{""window_start"":""2024-01-02"",""window_end"":""2024-03-29"",""signal_days"":61,""eligible_buy_days"":28,""final_buy_days"":18,""final_buy_rate"":0.2950819672,""status"":""ok"",""avg_realized_return"":0.0493046527,""avg_realized_excess_return"":0.0444032606,""realized_win_rate"":0.5555555556,""stop_hit_rate"":0.4444444444,""target_1_hit_rate"":0.4444444444,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1111111111},{""window_start"":""2024-04-01"",""window_end"":""2024-06-28"",""signal_days"":63,""eligible_buy_days"":29,""final_buy_days"":18,""final_buy_rate"":0.2857142857,""status"":""ok"",""avg_realized_return"":-0.0131082704,""avg_realized_excess_return"":-0.0215356026,""realized_win_rate"":0.3888888889,""stop_hit_rate"":0.6111111111,""target_1_hit_rate"":0.2777777778,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1111111111},{""window_start"":""2024-07-01"",""window_end"":""2024-09-30"",""signal_days"":64,""eligible_buy_days"":37,""final_buy_days"":19,""final_buy_rate"":0.296875,""status"":""ok"",""avg_realized_return"":0.040206448,""avg_realized_excess_return"":0.0333629521,""realized_win_rate"":0.6315789474,""stop_hit_rate"":0.3684210526,""target_1_hit_rate"":0.3684210526,""target_2_hit_rate"":0.0,""time_exit_rate"":0.2631578947},{""window_start"":""2024-10-01"",""window_end"":""2024-12-31"",""signal_days"":64,""eligible_buy_days"":40,""final_buy_days"":19,""final_buy_rate"":0.296875,""status"":""ok"",""avg_realized_return"":-0.0168229366,""avg_realized_excess_return"":-0.0154766025,""realized_win_rate"":0.2631578947,""stop_hit_rate"":0.6842105263,""target_1_hit_rate"":0.2105263158,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1052631579},{""window_start"":""2025-01-02"",""window_end"":""2025-03-31"",""signal_days"":60,""eligible_buy_days"":27,""final_buy_days"":18,""final_buy_rate"":0.3,""status"":""ok"",""avg_realized_return"":0.0125714248,""avg_realized_excess_return"":0.0165801187,""realized_win_rate"":0.2777777778,""stop_hit_rate"":0.6666666667,""target_1_hit_rate"":0.2222222222,""target_2_hit_rate"":0.0555555556,""time_exit_rate"":0.0555555556},{""window_start"":""2025-04-01"",""window_end"":""2025-06-30"",""signal_days"":62,""eligible_buy_days"":21,""final_buy_days"":18,""final_buy_rate"":0.2903225806,""status"":""ok"",""avg_realized_return"":0.0364449032,""avg_realized_excess_return"":0.0170202933,""realized_win_rate"":0.6111111111,""stop_hit_rate"":0.3888888889,""target_1_hit_rate"":0.4444444444,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1666666667},{""window_start"":""2025-07-01"",""window_end"":""2025-09-30"",""signal_days"":64,""eligible_buy_days"":39,""final_buy_days"":19,""final_buy_rate"":0.296875,""status"":""ok"",""avg_realized_return"":0.0278551531,""avg_realized_excess_return"":0.0187304855,""realized_win_rate"":0.5263157895,""stop_hit_rate"":0.4736842105,""target_1_hit_rate"":0.4210526316,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1052631579},{""window_start"":""2025-10-01"",""window_end"":""2025-12-31"",""signal_days"":64,""eligible_buy_days"":32,""final_buy_days"":19,""final_buy_rate"":0.296875,""status"":""ok"",""avg_realized_return"":-0.0442121084,""avg_realized_excess_return"":-0.0370417071,""realized_win_rate"":0.1578947368,""stop_hit_rate"":0.8421052632,""target_1_hit_rate"":0.1052631579,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0526315789},{""window_start"":""2026-01-02"",""window_end"":""2026-03-31"",""signal_days"":61,""eligible_buy_days"":31,""final_buy_days"":18,""final_buy_rate"":0.2950819672,""status"":""ok"",""avg_realized_return"":-0.0203724187,""avg_realized_excess_return"":-0.0083735323,""realized_win_rate"":0.2777777778,""stop_hit_rate"":0.7222222222,""target_1_hit_rate"":0.2777777778,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0},{""window_start"":""2026-04-01"",""window_end"":""2026-06-30"",""signal_days"":41,""eligible_buy_days"":24,""final_buy_days"":12,""final_buy_rate"":0.2926829268,""status"":""ok"",""avg_realized_return"":0.1500183512,""avg_realized_excess_return"":0.136838401,""realized_win_rate"":0.8333333333,""stop_hit_rate"":0.1666666667,""target_1_hit_rate"":0.6666666667,""target_2_hit_rate"":0.1666666667,""time_exit_rate"":0.0}]"
5,0.15,1.0,0.75,0.05,False,True,-0.25,10000000,604,207,87,87,0.14403973509933773,0.34271523178807944,10,6,5,0.025344314733425178,0.020807714871407198,0.47126436781609193,-0.0363585877249053,-0.14803594413552457,0.37756383973188923,0.01679642612229588,0.5172413793103449,0.3448275862068966,0.022988505747126436,0.11494252873563218,7.137931034482759,2025-01-24 OKLO 37.76% TARGET_1,2025-01-23 OKLO -14.80% STOP,realized_win_rate_lt_52pct,RESEARCH_ONLY_NOT_TRADABLE,19.43949250555559,,"[{""window_start"":""2024-01-02"",""window_end"":""2024-03-29"",""signal_days"":61,""eligible_buy_days"":25,""final_buy_days"":9,""final_buy_rate"":0.1475409836,""status"":""ok"",""avg_realized_return"":0.0756659998,""avg_realized_excess_return"":0.0652862461,""realized_win_rate"":0.6666666667,""stop_hit_rate"":0.3333333333,""target_1_hit_rate"":0.4444444444,""target_2_hit_rate"":0.0,""time_exit_rate"":0.2222222222},{""window_start"":""2024-04-01"",""window_end"":""2024-06-28"",""signal_days"":63,""eligible_buy_days"":17,""final_buy_days"":9,""final_buy_rate"":0.1428571429,""status"":""ok"",""avg_realized_return"":-0.0097023594,""avg_realized_excess_return"":-0.0220119498,""realized_win_rate"":0.4444444444,""stop_hit_rate"":0.5555555556,""target_1_hit_rate"":0.3333333333,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1111111111},{""window_start"":""2024-07-01"",""window_end"":""2024-09-30"",""signal_days"":64,""eligible_buy_days"":22,""final_buy_days"":9,""final_buy_rate"":0.140625,""status"":""ok"",""avg_realized_return"":0.0731374726,""avg_realized_excess_return"":0.062207114,""realized_win_rate"":0.7777777778,""stop_hit_rate"":0.2222222222,""target_1_hit_rate"":0.5555555556,""target_2_hit_rate"":0.0,""time_exit_rate"":0.2222222222},{""window_start"":""2024-10-01"",""window_end"":""2024-12-31"",""signal_days"":64,""eligible_buy_days"":24,""final_buy_days"":9,""final_buy_rate"":0.140625,""status"":""ok"",""avg_realized_return"":-0.0268639469,""avg_realized_excess_return"":-0.0247920441,""realized_win_rate"":0.2222222222,""stop_hit_rate"":0.7777777778,""target_1_hit_rate"":0.2222222222,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0},{""window_start"":""2025-01-02"",""window_end"":""2025-03-31"",""signal_days"":60,""eligible_buy_days"":18,""final_buy_days"":9,""final_buy_rate"":0.15,""status"":""ok"",""avg_realized_return"":-0.0253152732,""avg_realized_excess_return"":-0.0119625813,""realized_win_rate"":0.1111111111,""stop_hit_rate"":0.7777777778,""target_1_hit_rate"":0.1111111111,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1111111111},{""window_start"":""2025-04-01"",""window_end"":""2025-06-30"",""signal_days"":62,""eligible_buy_days"":11,""final_buy_days"":9,""final_buy_rate"":0.1451612903,""status"":""ok"",""avg_realized_return"":0.0569655622,""avg_realized_excess_return"":0.0342469052,""realized_win_rate"":0.6666666667,""stop_hit_rate"":0.3333333333,""target_1_hit_rate"":0.4444444444,""target_2_hit_rate"":0.0,""time_exit_rate"":0.2222222222},{""window_start"":""2025-07-01"",""window_end"":""2025-09-30"",""signal_days"":64,""eligible_buy_days"":27,""final_buy_days"":9,""final_buy_rate"":0.140625,""status"":""ok"",""avg_realized_return"":0.0321923822,""avg_realized_excess_return"":0.0211660649,""realized_win_rate"":0.5555555556,""stop_hit_rate"":0.4444444444,""target_1_hit_rate"":0.4444444444,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1111111111},{""window_start"":""2025-10-01"",""window_end"":""2025-12-31"",""signal_days"":64,""eligible_buy_days"":25,""final_buy_days"":9,""final_buy_rate"":0.140625,""status"":""ok"",""avg_realized_return"":-0.0386876149,""avg_realized_excess_return"":-0.0297080725,""realized_win_rate"":0.2222222222,""stop_hit_rate"":0.7777777778,""target_1_hit_rate"":0.1111111111,""target_2_hit_rate"":0.0,""time_exit_rate"":0.1111111111},{""window_start"":""2026-01-02"",""window_end"":""2026-03-31"",""signal_days"":61,""eligible_buy_days"":25,""final_buy_days"":9,""final_buy_rate"":0.1475409836,""status"":""ok"",""avg_realized_return"":-0.0065573166,""avg_realized_excess_return"":0.0023818573,""realized_win_rate"":0.3333333333,""stop_hit_rate"":0.6666666667,""target_1_hit_rate"":0.3333333333,""target_2_hit_rate"":0.0,""time_exit_rate"":0.0},{""window_start"":""2026-04-01"",""window_end"":""2026-06-30"",""signal_days"":41,""eligible_buy_days"":13,""final_buy_days"":6,""final_buy_rate"":0.1463414634,""status"":""ok"",""avg_realized_return"":0.1712402048,""avg_realized_excess_return"":0.1564915558,""realized_win_rate"":0.8333333333,""stop_hit_rate"":0.1666666667,""target_1_hit_rate"":0.5,""target_2_hit_rate"":0.3333333333,""time_exit_rate"":0.0}]"
