sample_id,family_name,replay_rounds,buy_count,no_trade_count,buy_rate,simulated_win_rate,accuracy_1d,accuracy_3d,accuracy_5d,accuracy_10d,accuracy_20d,average_forward_return_1d,average_forward_return_3d,average_forward_return_5d,average_forward_return_10d,average_forward_return_20d,median_forward_return_1d,median_forward_return_3d,median_forward_return_5d,median_forward_return_10d,median_forward_return_20d,average_win_dollars,average_loss_dollars,profit_factor,ending_account_value,max_drawdown,worst_trade_loss_percent,stopped_out_but_20d_positive_rate,best_trade,worst_trade,top_profit_ticker_contribution_share,top_loss_ticker_contribution_share,top_profit_theme_contribution_share,top_loss_theme_contribution_share,number_of_rejected_decisions,primary_reject_reasons,ending_value_excluding_best_trade,split_name
0,candidate34_frozen_baseline,100,34,66,0.34,0.4117647058823529,0.5588235294117647,0.5588235294117647,0.5,0.5294117647058824,0.5882352941176471,0.012077529700892806,0.02091358568073783,0.011029964591897952,0.06023112516511946,0.1361402319004378,0.0041340676531075315,0.022113971027487134,0.0044431309127573315,0.019700086571763475,0.0373048454897108,24.8418950955138,-13.408735015685199,1.296865554171819,179.61183102348932,-0.4586370161801102,-0.11661023735290654,0.20588235294117646,2025-01-17 HOOD pnl=44.19,2025-06-09 RKLB pnl=-24.85,0.1635823527589106,0.1588440889014534,0.29850275654460573,0.21776756751505358,0,none,135.41860835089065,calibration
0,candidate35_trend_quality,100,84,16,0.84,0.5813953488372093,0.5595238095238095,0.5833333333333334,0.5952380952380952,0.6666666666666666,0.6547619047619048,0.006084515642077644,0.0216309188932999,0.023128396948410953,0.04618657292628833,0.0743366478991394,0.004926058883230389,0.00990455548232927,0.014815321596543196,0.033173458263077715,0.04868643158000474,29.157768283680536,-15.735558250888927,2.573591590988708,545.7041585760127,-0.28277960325528995,-0.10175994349441488,0.16279069767441862,2026-05-29 HPE pnl=108.33,2025-10-02 INTC pnl=-35.99,0.3107838254816585,0.41303409025554627,0.3107838254816585,0.41303409025554627,500,"trend_quality_failed_sma_stack:311, trend_quality_failed_risk_bounds:189",437.37275968619844,calibration
0,candidate35_pullback_continuation,100,90,10,0.9,0.4583333333333333,0.5,0.5111111111111111,0.5111111111111111,0.5888888888888889,0.6,0.00869820823271246,0.027882745190078287,0.023865363147723532,0.06613025639667411,0.10179766508403514,0.00014755896174756256,0.0016228207832174046,0.0006577289919462714,0.025973948985054673,0.04249450492563189,20.104693053945336,-12.661549100954435,1.3435688806874362,213.10297056198206,-0.34012701517071375,-0.11477451532986555,0.25,2025-05-21 SMR pnl=41.85,2026-01-27 MRNA pnl=-21.96,0.15466240509328216,0.1822870716901933,0.3664640094745797,0.30534944030908273,500,"pullback_failed_broader_uptrend:290, pullback_failed_controlled_pullback:210",171.25680394036516,calibration
0,candidate35_breakout_confirmation,100,76,24,0.76,0.34,0.5263157894736842,0.5,0.4605263157894737,0.40789473684210525,0.4605263157894737,0.003043863734890463,0.011092567715265617,0.006204637581722392,0.008655337009405536,0.047641176688791295,0.0034226019642252803,0.0016621427900319619,-0.007996245113948475,-0.022358551232381008,-0.005689146604935802,11.313326664523926,-6.159724277427178,0.9461588068139689,89.05565214180982,-0.527065866985365,-0.12757464254307221,0.14,2024-11-21 AI pnl=17.49,2025-02-05 DNA pnl=-16.20,0.16357912871443872,0.09982103614964016,0.3740351695857475,0.22347243069832448,500,"breakout_failed_near_high_or_momentum:363, breakout_failed_confirmation:119, breakout_failed_extension_risk:18",71.5641528284553,calibration
0,candidate35_regime_gated_momentum,100,69,31,0.69,0.36363636363636365,0.4927536231884058,0.5362318840579711,0.4782608695652174,0.4782608695652174,0.463768115942029,-0.0003747809764656777,0.02041667166076693,0.013789312595599023,0.03738679980573514,0.04678724963545374,-0.00022982849552533047,0.003839807821280461,-0.005857715141547204,-0.018817207976545736,-0.002781638493372318,23.42691286120246,-13.471750137003086,0.9936947473876296,97.62160194315291,-0.5981410849835627,-0.15047850578057706,0.20454545454545456,2025-05-30 SMR pnl=44.17,2025-06-17 SMR pnl=-30.36,0.19611204222466766,0.16528928935099496,0.3217496791420455,0.2110330642056862,498,"regime_failed_positive_momentum:294, regime_risk_off_too_weak:125, regime_mixed_too_weak:79",53.4557009688792,calibration
0,candidate35_low_volatility_compounder,100,20,80,0.2,0.3333333333333333,0.6,0.45,0.25,0.5,0.5,0.008294265332353728,0.015605674885342707,-0.0241921097081285,0.011065515112024448,0.06499180793405719,0.002852940862826392,-0.01311376470643838,-0.03165636050702425,-0.0033608473988004928,-0.005613370537660034,15.288403060231893,-6.129220091411039,1.2471736071001711,118.17977726445889,-0.36478278871890724,-0.06889403894044381,0.2222222222222222,2025-01-17 HOOD pnl=29.46,2025-10-28 INTC pnl=-9.46,0.4628443089963777,0.4709082121688587,0.4628443089963777,0.4709082121688587,500,"compounder_failed_low_volatility:270, compounder_failed_quality_momentum:230",88.71762881605977,calibration
1,candidate34_frozen_baseline,100,34,66,0.34,0.5882352941176471,0.5588235294117647,0.47058823529411764,0.4411764705882353,0.5294117647058824,0.5294117647058824,0.010069594772216132,0.015543160814883099,0.006974699390872343,0.0484511141895109,0.0486997614384683,0.004005177697950613,-0.0055708713924468856,-0.009539243483842053,0.012777806356990662,0.023112404792764996,26.387991915593865,-21.60849860034667,1.7445511604117858,325.24085790702384,-0.27041343768928716,-0.12586075789565754,0.11764705882352941,2026-05-29 HPE pnl=60.18,2025-10-13 BBAI pnl=-41.07,0.19190938498440832,0.19974460722719417,0.20033040392848325,0.47744471203853234,0,none,265.05674741268257,calibration
1,candidate35_trend_quality,100,85,15,0.85,0.45652173913043476,0.6588235294117647,0.5764705882352941,0.5176470588235295,0.6470588235294118,0.611764705882353,0.009470988783758506,0.015404682245543982,0.010100501872369631,0.027190872658644897,0.06035349676341541,0.009537792615510243,0.008959577657868367,0.005659060045415831,0.03435719865776665,0.03446136029084523,20.996376370618155,-13.47145458032879,1.3092094878212324,204.1375392747615,-0.5263457287221436,-0.11947211064859317,0.17391304347826086,2025-09-16 HUT pnl=41.34,2025-08-04 JOBY pnl=-28.44,0.17671092207196062,0.23309120921757223,0.30539700715892004,0.4280856074649788,500,"trend_quality_failed_sma_stack:310, trend_quality_failed_risk_bounds:190",162.7984600854609,calibration
1,candidate35_pullback_continuation,100,90,10,0.9,0.4090909090909091,0.5555555555555556,0.5,0.4666666666666667,0.6333333333333333,0.5555555555555556,0.006621246482767255,0.014161422744023306,0.005936879543209931,0.032781657367640084,0.06416795280227656,0.0028381565928097263,0.00015778624473317127,-0.01245038502002177,0.029480182166412905,0.030830601350591125,18.493588669284957,-11.788575799512326,1.086072983867144,126.38162525980874,-0.5637865224203411,-0.12014083501297242,0.20454545454545456,2025-08-28 IREN pnl=37.46,2026-01-28 SMR pnl=-19.46,0.189462723950305,0.15919033376598946,0.3109882839042251,0.3082649824472219,500,"pullback_failed_broader_uptrend:290, pullback_failed_controlled_pullback:210",88.92412468760412,calibration
1,candidate35_breakout_confirmation,100,76,24,0.76,0.3829787234042553,0.5394736842105263,0.5,0.5263157894736842,0.5526315789473685,0.5394736842105263,0.010430804548897327,0.014959299161534328,0.010818138109946574,0.02971619017014962,0.0657338954392308,0.004721772826095649,0.0003192521425857131,0.015529443193740056,0.014606245510167426,0.016976931438909215,7.0378794887141645,-5.328889245690965,0.8197466285356402,72.144042671817,-0.46796307353837074,-0.13442562846946612,0.2553191489361702,2026-04-08 CORZ pnl=14.05,2025-10-13 BBAI pnl=-10.27,0.1465490153482066,0.12240101900793729,0.28426714681625365,0.2178913286656998,500,"breakout_failed_near_high_or_momentum:341, breakout_failed_confirmation:131, breakout_failed_extension_risk:28",58.089570411205585,calibration
1,candidate35_regime_gated_momentum,100,72,28,0.72,0.48936170212765956,0.5277777777777778,0.4861111111111111,0.4444444444444444,0.5,0.4166666666666667,0.015092714383913007,0.030919559511059323,0.011662203463119572,0.03301056652993102,0.04580110756368484,0.004005177697950613,-0.0022637017107550728,-0.014522669531733756,0.00045833528444239047,-0.039622248070145805,118.82234805202935,-63.72641000023334,1.7868795195395104,1303.4801651910752,-0.38777791339423995,-0.2093801711819429,0.1276595744680851,2025-09-24 IREN pnl=311.86,2025-10-21 BEAM pnl=-185.77,0.30224485112970606,0.12227638690785393,0.4647727357229484,0.1720191798457032,498,"regime_failed_positive_momentum:303, regime_risk_off_too_weak:130, regime_mixed_too_weak:65",991.6215310183629,calibration
1,candidate35_low_volatility_compounder,100,21,79,0.21,0.6666666666666666,0.42857142857142855,0.5714285714285714,0.6190476190476191,0.6666666666666666,0.6190476190476191,-0.01180309781402022,0.01462272081022154,0.026954115498763767,0.03657769897863166,0.11849325518325544,-0.010416656965389626,0.019769392007192854,0.04538213979148997,0.05184374253146595,0.0650065384808447,17.064236743257183,-7.117522945494869,4.794993110365234,262.065703246117,-0.05604807937248024,-0.056048079372480214,0.16666666666666666,2026-05-29 HPE pnl=48.15,2026-05-13 HPE pnl=-10.35,0.346224870697635,0.3562738560025334,0.34622487069763497,0.4780733368985059,500,"compounder_failed_low_volatility:278, compounder_failed_quality_momentum:222",213.91841485064396,calibration
2,candidate34_frozen_baseline,100,36,64,0.36,0.5,0.5555555555555556,0.5277777777777778,0.5555555555555556,0.5277777777777778,0.5833333333333334,0.008312947176022252,0.01886775163920456,0.03346422583214891,0.04852148606992139,0.1027666208962344,0.006738164486047471,0.006662449551914529,0.02191397406601736,0.058987050721309275,0.0350154524523959,25.519147666776,-15.127120671832355,1.6869798437117152,287.0564859089857,-0.3477461948143078,-0.13316100089941357,0.1111111111111111,2026-05-29 HPE pnl=60.18,2025-10-30 CORZ pnl=-26.63,0.22014244370258435,0.13771845060544005,0.330303897666811,0.33456294915754936,0,none,226.87237541464447,calibration
2,candidate35_trend_quality,100,88,12,0.88,0.5227272727272727,0.5227272727272727,0.5,0.5795454545454546,0.5340909090909091,0.6590909090909091,0.006314846344096645,0.010285709364046167,0.01652794187522041,0.010329995866230004,0.05423589269890142,0.0019247734127759708,0.00016943796686330614,0.01799543623933675,0.0073747239209680515,0.038005882493560406,16.544893989166127,-11.545765901033555,1.5694583047962545,238.07147782911642,-0.35601201629906165,-0.11471676693136879,0.18181818181818182,2026-05-29 HPE pnl=48.15,2025-08-05 JOBY pnl=-23.03,0.29565745224465073,0.1301133202701384,0.29565745224465073,0.49487028877320266,500,"trend_quality_failed_sma_stack:308, trend_quality_failed_risk_bounds:192",189.92418943364342,calibration
2,candidate35_pullback_continuation,100,90,10,0.9,0.4772727272727273,0.5,0.5111111111111111,0.5555555555555556,0.6111111111111112,0.6111111111111112,0.003471270565915969,0.009226977296978071,0.018513431787955534,0.02690413760128659,0.09063846081062318,0.0003286115416633595,0.004451131165008504,0.012471579750209294,0.028149830112186858,0.05631711272536255,18.809534215622218,-12.076239719598176,1.4221250110518666,217.24670497730855,-0.32799230953658487,-0.1104688201084564,0.1590909090909091,2025-11-25 RIVN pnl=44.97,2025-08-05 JOBY pnl=-23.03,0.2888437812659307,0.09515307481249531,0.3077703468927863,0.48019886645401016,500,"pullback_failed_broader_uptrend:290, pullback_failed_controlled_pullback:210",172.27928271825027,calibration
2,candidate35_breakout_confirmation,100,80,20,0.8,0.3958333333333333,0.55,0.5875,0.5,0.5625,0.5875,0.003591669742647764,0.018392018826983256,0.020269039074029115,0.04256949112847537,0.07898227130074746,0.0029463661389053097,0.013074663667919095,0.0013090886801374046,0.020698125013441593,0.043676101434214853,14.489704496889198,-7.628833113524703,1.24439144612374,154.06822514867832,-0.4763494697788483,-0.11446741108550147,0.125,2025-09-09 IREN pnl=31.56,2026-01-21 NVAX pnl=-17.12,0.166117521345185,0.15686398519315656,0.33981849398972874,0.30162257181961644,500,"breakout_failed_near_high_or_momentum:344, breakout_failed_confirmation:132, breakout_failed_extension_risk:24",122.50580263280915,calibration
2,candidate35_regime_gated_momentum,100,74,26,0.74,0.45652173913043476,0.5540540540540541,0.527027027027027,0.4594594594594595,0.5,0.4864864864864865,0.009475620419230701,0.0015202783154348969,-0.0012741121663388346,0.024538752498438506,0.04798666362915181,0.010381817378522729,0.01000778201089636,-0.007555780692081182,0.0015279136514741998,-0.007105162216547667,37.34240647140816,-20.820104149115405,1.5066025227984068,363.6879321716863,-0.40409664756072683,-0.20565513302982397,0.10869565217391304,2025-11-25 RIVN pnl=89.93,2025-12-31 PATH pnl=-36.96,0.2512505940804772,0.17739812289854875,0.3229915714890906,0.21543641851278358,500,"regime_failed_positive_momentum:300, regime_mixed_too_weak:110, regime_risk_off_too_weak:90",273.75308765356976,calibration
2,candidate35_low_volatility_compounder,100,23,77,0.23,0.5789473684210527,0.5217391304347826,0.43478260869565216,0.5217391304347826,0.6086956521739131,0.7391304347826086,-0.0072077640722578475,0.006638591509837385,0.024335426601793258,0.04302848404155327,0.08985434160510314,0.0018041158814601221,-0.002142838069370767,0.035856539645922725,0.04885396880737347,0.05293279192644862,11.150279346032592,-5.079526762928271,3.0183193861068185,182.01685870293235,-0.17006791824548273,-0.06794707443363925,0.15789473684210525,2026-05-29 HPE pnl=36.11,2025-02-26 XPEV pnl=-6.84,0.2944114278621867,0.3184989003388864,0.2944114278621867,0.3918817520880448,500,"compounder_failed_low_volatility:264, compounder_failed_quality_momentum:236",145.9063924063276,calibration
3,candidate34_frozen_baseline,100,38,62,0.38,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.3684210526315789,0.5,0.5263157894736842,-0.013087408814658072,-0.023018495072759514,-0.03236289066670219,-0.0046010911418593245,0.019835259700553894,-0.007188613169983871,-0.0034891290406629527,-0.023609069806441396,0.0004154878653255256,0.015183271452044456,11.483922784805303,-6.141799878672942,0.7617694000207793,60.494553908688914,-0.6149610537590146,-0.18734533759922542,0.2894736842105263,2024-10-23 OKLO pnl=23.75,2024-03-18 SMR pnl=-18.81,0.19323836058947738,0.13721225639586754,0.34712615972426786,0.29498882131464643,0,none,36.74845159169627,calibration
3,candidate35_trend_quality,100,86,14,0.86,0.5348837209302325,0.5232558139534884,0.5465116279069767,0.6627906976744186,0.6046511627906976,0.6627906976744186,0.003010771962439961,0.0054001695637757,0.015808477877705153,0.0190865634757723,0.05244727348542164,0.0031900236721472686,0.005427961461408004,0.025749060599491336,0.028562717061910936,0.04673149874834848,21.887274370234962,-15.81520028419493,1.5915299884582843,287.1033048315056,-0.35365699500263215,-0.11825286567995343,0.23255813953488372,2025-09-26 INTC pnl=41.43,2026-01-02 RIVN pnl=-31.91,0.17644979398658167,0.170924649024924,0.29456657890107557,0.435395999421038,500,"trend_quality_failed_sma_stack:295, trend_quality_failed_risk_bounds:205",245.6708935373859,calibration
3,candidate35_pullback_continuation,100,89,11,0.89,0.46808510638297873,0.5168539325842697,0.5842696629213483,0.5617977528089888,0.5393258426966292,0.5842696629213483,0.002605224699424672,0.008513640677759232,0.01699653368844524,0.01911696685406329,0.07777789941663078,0.0017217037566177318,0.011942644388450718,0.023689481337689777,0.015451173997816703,0.03523240342224665,17.64232971199148,-11.807074331550584,1.3149108501050342,192.95439537504805,-0.41113482021257186,-0.12358145299313375,0.23404255319148937,2024-09-19 NIO pnl=28.55,2024-10-07 XPEV pnl=-20.42,0.12825350859956328,0.14757190306169893,0.40285493464816347,0.42498980264574765,500,"pullback_failed_broader_uptrend:288, pullback_failed_controlled_pullback:212",164.4003803614895,calibration
3,candidate35_breakout_confirmation,100,81,19,0.81,0.4222222222222222,0.5308641975308642,0.49382716049382713,0.5308641975308642,0.5308641975308642,0.6419753086419753,0.0036519016448809793,0.01165566167315598,0.00928919495150335,0.02395329388899934,0.08339794914464926,0.005108592609734508,0.0,0.0030656741904615536,0.01743867510473529,0.04851753031175132,15.436628186878414,-10.137322994727338,1.1127802588181395,129.7255376877791,-0.3474785463041874,-0.1368677346572261,0.24444444444444444,2025-06-23 RKLB pnl=30.87,2025-10-15 RXRX pnl=-21.31,0.1452144281788272,0.13109841254232876,0.2552847819606286,0.2974441671883533,500,"breakout_failed_near_high_or_momentum:354, breakout_failed_confirmation:123, breakout_failed_extension_risk:23",98.85164863116461,calibration
3,candidate35_regime_gated_momentum,100,74,26,0.74,0.4222222222222222,0.4864864864864865,0.5135135135135135,0.44594594594594594,0.4864864864864865,0.5135135135135135,-0.0005277669202437012,-0.0035639819956846306,-0.0046842664402407886,0.017308391272540368,0.04693741821480881,-0.0013570563161632299,0.0013724701470082534,-0.015201016106801801,-0.001964458633253008,0.0007492821311133602,22.720225937452547,-11.235068820078284,1.4778051026748968,239.57250348956305,-0.4663661266194089,-0.19102027375766906,0.28888888888888886,2024-12-16 ACHR pnl=48.41,2025-02-10 BBAI pnl=-28.29,0.17558966735593126,0.21839629255320922,0.36768559811851725,0.47224631844233306,497,"regime_failed_positive_momentum:317, regime_risk_off_too_weak:95, regime_mixed_too_weak:85",191.15920922381596,calibration
3,candidate35_low_volatility_compounder,100,23,77,0.23,0.45,0.6086956521739131,0.391304347826087,0.4782608695652174,0.6521739130434783,0.8260869565217391,0.018329071738478652,0.012713496322304839,0.02425513371143135,0.04093835440660785,0.08093453832389233,0.009370525219857928,-0.006978258081325905,-0.0037656968211041697,0.044844914813623404,0.04245281066704476,14.052387640158345,-7.256800110482538,1.5843633411663518,146.6466875461172,-0.22662035985833762,-0.08062697878809819,0.45,2026-05-29 HPE pnl=24.07,2026-03-16 NIO pnl=-11.05,0.20034366072698348,0.1696700601400844,0.33222933450606745,0.37357314339031167,500,"compounder_failed_low_volatility:259, compounder_failed_quality_momentum:241",122.5730433483807,calibration
4,candidate34_frozen_baseline,100,32,68,0.32,0.25806451612903225,0.375,0.3125,0.28125,0.375,0.4375,0.006419962940799696,-0.007813240394472773,-0.036528865140641575,-0.0455671702167659,-0.030344692376834587,-0.008848411583573745,-0.009499245392152744,-0.022656814586512142,-0.022357917669172722,-0.0383495269336937,12.166561508085053,-6.703085459184936,0.6313282900599683,43.161526503426906,-0.6413733246556532,-0.21276118318858184,0.1935483870967742,2024-11-11 HUT pnl=23.53,2024-12-26 BBAI pnl=-25.61,0.2417157963851533,0.39260173590049763,0.48175861555300586,0.39260173590049763,0,none,19.63472566986107,calibration
4,candidate35_trend_quality,100,86,14,0.86,0.4166666666666667,0.4883720930232558,0.4883720930232558,0.5232558139534884,0.5348837209302325,0.6162790697674418,0.0015912857753900395,0.004389666731498879,0.007959341210873678,0.028189597083299944,0.07441456250631803,-0.0006764148100283918,-0.002405068835239721,0.011310394015228487,0.009924469549457804,0.032133869502148915,15.266398675870914,-9.554107367340388,1.1413489574170952,137.8129672318874,-0.45260855732053906,-0.11522148911811537,0.1875,2025-07-22 JOBY pnl=31.40,2025-03-18 XPEV pnl=-21.76,0.1422651994030052,0.16520971236859353,0.3306909817953715,0.2982633590618394,500,"trend_quality_failed_sma_stack:301, trend_quality_failed_risk_bounds:199",106.41230246203355,calibration
4,candidate35_pullback_continuation,100,89,11,0.89,0.49019607843137253,0.5393258426966292,0.5280898876404494,0.5393258426966292,0.5617977528089888,0.5168539325842697,0.005826281098028821,0.008449289198579558,0.023737104033061597,0.04259816458678217,0.05762273014553508,0.004250793039494827,0.003960392113094846,0.017602685060776224,0.027932960496998893,0.010709044178152771,35.50363721267158,-23.870132975966037,1.4301601394036774,366.96747294167244,-0.3673944607369223,-0.11805112658173562,0.17647058823529413,2024-11-19 ACHR pnl=86.80,2025-10-08 EDIT pnl=-49.62,0.1438952042232882,0.17239504565550445,0.3641193928595549,0.2523522717945419,500,"pullback_failed_broader_uptrend:278, pullback_failed_controlled_pullback:222",280.1653775965159,calibration
4,candidate35_breakout_confirmation,100,77,23,0.77,0.2830188679245283,0.4155844155844156,0.38961038961038963,0.5454545454545454,0.5454545454545454,0.5324675324675324,-0.004707044788702012,-0.0023409127099845474,0.02011687760390287,0.04178531359427207,0.110548768636467,-0.009523875841295881,-0.017732905253793008,0.019550417584450086,0.01138518842442049,0.011976035935817197,10.487592312917263,-5.987215752033357,0.6914464489579208,29.799686116491344,-0.7883555688551649,-0.13794308443931833,0.2641509433962264,2025-05-01 OKLO pnl=16.51,2024-12-26 JOBY pnl=-15.28,0.3493857253053386,0.12940213188646338,0.43015891637169545,0.3097361238516038,500,"breakout_failed_near_high_or_momentum:356, breakout_failed_confirmation:115, breakout_failed_extension_risk:29",13.291114844867465,calibration
4,candidate35_regime_gated_momentum,100,74,26,0.74,0.4418604651162791,0.40540540540540543,0.44594594594594594,0.5675675675675675,0.5135135135135135,0.5540540540540541,-0.008126844735947875,-0.005484447629350871,0.00990676363117299,0.048472331642176424,0.09669699943269891,-0.011200080142071356,-0.003372136611156873,0.01779015196546352,0.01249984973931062,0.028392356173332578,41.947084417486565,-27.540333932689233,1.2057990501618507,236.02658954770325,-0.49839247456434044,-0.31637801346268624,0.20930232558139536,2025-01-24 OKLO pnl=98.45,2025-02-03 OKLO pnl=-64.92,0.3394154558725659,0.13059119637238065,0.3623570090202409,0.2507986088060804,500,"regime_failed_positive_momentum:341, regime_risk_off_too_weak:100, regime_mixed_too_weak:59",137.57773836885278,calibration
4,candidate35_low_volatility_compounder,100,22,78,0.22,0.4117647058823529,0.5,0.36363636363636365,0.45454545454545453,0.5,0.6363636363636364,0.005259681633366229,0.007715912084113092,0.001028532014671856,0.027378790900601333,0.10051066172123618,0.000559233279860516,-0.0031519502619180018,-0.009847060442280453,0.0013797912359610476,0.02373811065205378,15.788120893984438,-7.406944404533919,1.492070686938622,136.44740221255188,-0.2987897381849123,-0.07836465727421277,0.23529411764705882,2024-01-08 SMCI pnl=28.00,2025-07-30 SOFI pnl=-12.56,0.3001863213194307,0.20379609568488466,0.47117065821741433,0.2992746352624947,500,"compounder_failed_low_volatility:277, compounder_failed_quality_momentum:223",108.44875121484507,calibration
5,candidate34_frozen_baseline,100,28,72,0.28,0.39285714285714285,0.35714285714285715,0.5,0.39285714285714285,0.5714285714285714,0.4642857142857143,-0.0026495913067825067,0.026201671800295517,-0.00874439236443561,-0.002650126173609863,0.005239255190897014,-0.01796731630867432,0.0005941507865339646,-0.020264410480081374,0.012931585232637488,-0.0124942267177503,16.249861290826438,-9.25368649180596,1.1362624115987574,121.4358038383895,-0.32701364597729254,-0.15934890128859158,0.17857142857142858,2025-01-27 OKLO pnl=41.37,2025-02-12 BBAI pnl=-20.98,0.24302210414435743,0.21812824168932327,0.24302210414435746,0.3915852611855346,0,none,80.06359444693182,calibration
5,candidate35_trend_quality,100,86,14,0.86,0.5,0.5581395348837209,0.5465116279069767,0.5465116279069767,0.5465116279069767,0.6627906976744186,0.003711694217234669,0.01713324599696794,0.01623235995184566,0.05037587060730093,0.09387492964671176,0.002612396740451328,0.010334774233741295,0.008375445440663931,0.0206684592575469,0.04268365276240693,22.763636833493038,-16.27448371773475,1.3987317341862513,249.2505216624407,-0.4147382930593908,-0.11027338407781843,0.1956521739130435,2025-10-17 F pnl=50.59,2025-07-23 JOBY pnl=-32.46,0.18953522519592142,0.30200565505039134,0.41064271110452594,0.4128088923116856,500,"trend_quality_failed_sma_stack:306, trend_quality_failed_risk_bounds:194",198.6559043092737,calibration
5,candidate35_pullback_continuation,100,91,9,0.91,0.5333333333333333,0.5604395604395604,0.5164835164835165,0.5274725274725275,0.5604395604395604,0.5714285714285714,-0.0003594180067812931,0.016195433369760807,0.01329128736553314,0.040466721029213205,0.06789121660370781,0.003363752840973344,0.005658369340588276,0.0057102014560379555,0.02487863220877684,0.023835830155476412,23.063038442782013,-16.046048555474677,1.6426323358799395,316.54590296180004,-0.38992424142346116,-0.10738537884246223,0.08888888888888889,2025-09-22 IREN pnl=50.71,2025-12-26 RIVN pnl=-33.24,0.19183577649731745,0.2596514653757914,0.3282006409218828,0.4987432451628865,500,"pullback_failed_broader_uptrend:272, pullback_failed_controlled_pullback:228",265.83701955093744,calibration
5,candidate35_breakout_confirmation,100,74,26,0.74,0.4375,0.5540540540540541,0.5405405405405406,0.5,0.5135135135135135,0.6081081081081081,0.011997130007251113,0.015576655896196584,0.022731004034003587,0.05307731863066892,0.125201094596132,0.006901362489573959,0.014039893330271114,0.003624105569772884,0.0014905898644289595,0.05563266194590977,25.875007482197848,-17.52503541475123,1.148357497899692,170.1992009278715,-0.4865552844452644,-0.11322434570990317,0.1875,2025-09-30 DNA pnl=49.11,2025-03-11 NIO pnl=-32.71,0.1340002681819096,0.1156676704774787,0.24020448049374102,0.4534671479351876,500,"breakout_failed_near_high_or_momentum:361, breakout_failed_confirmation:119, breakout_failed_extension_risk:20",121.09414166682191,calibration
5,candidate35_regime_gated_momentum,100,69,31,0.69,0.36585365853658536,0.4782608695652174,0.5072463768115942,0.4927536231884058,0.43478260869565216,0.4927536231884058,0.006477399915534024,0.021198132250227784,0.017179784555037676,0.023595781949796397,0.0682735475029958,-0.0020761281604569914,0.006134979960487064,-0.012456680965108768,-0.012520308419990966,-0.017601322136892472,29.35310469807217,-15.718423994541153,1.0773652298435388,131.61754661301265,-0.5450269898730113,-0.188657482239974,0.14634146341463414,2024-05-20 NVAX pnl=47.80,2024-06-07 NVAX pnl=-32.17,0.2808670723941449,0.1476922057373672,0.3698270967317645,0.2504753200428947,499,"regime_failed_positive_momentum:319, regime_risk_off_too_weak:100, regime_mixed_too_weak:80",83.82160403946526,calibration
5,candidate35_low_volatility_compounder,100,23,77,0.23,0.3888888888888889,0.5217391304347826,0.43478260869565216,0.391304347826087,0.5217391304347826,0.6086956521739131,0.0007859110607857329,0.00719709413395451,-0.017743349169931862,0.011770543405337163,0.11543578480797675,0.0045652879637392285,-0.00312255741941847,-0.018385331071348987,0.020599975585937402,0.06090860067558035,7.61533765298494,-5.8433668663718406,0.829337618502017,89.03032804080433,-0.21993914380296842,-0.06799449268330834,0.2222222222222222,2025-07-31 SOFI pnl=14.79,2026-01-15 INTC pnl=-7.17,0.5036438110953142,0.19431813449573332,0.6352574647591007,0.29998691777935443,500,"compounder_failed_low_volatility:269, compounder_failed_quality_momentum:231",74.23884413446713,calibration
6,candidate34_frozen_baseline,100,34,66,0.34,0.4411764705882353,0.5294117647058824,0.5588235294117647,0.5882352941176471,0.5588235294117647,0.5882352941176471,0.007072747639387559,0.020568330057251873,0.02352059135429105,0.06716037217523146,0.1340721771644203,0.002852940862826392,0.02662938148250482,0.031048445422114268,0.028721435788701788,0.047847333483840515,24.085421839514243,-14.170694115000542,1.3418401781235014,192.03813940770337,-0.3898098574937452,-0.11909615184978878,0.17647058823529413,2025-01-17 HOOD pnl=44.19,2025-06-09 RKLB pnl=-24.85,0.1574721268687733,0.15821371832991163,0.26738307068138745,0.2586382261647151,0,none,147.8449167351047,calibration
6,candidate35_trend_quality,100,85,15,0.85,0.5853658536585366,0.5529411764705883,0.5647058823529412,0.6,0.6588235294117647,0.6470588235294118,0.005887483626148355,0.019132900346479003,0.023406777210151934,0.04208376047370336,0.07164759737117801,0.004822473166463892,0.00925286907505285,0.018917743679526478,0.0274367617545348,0.039835115650476594,29.379591753579337,-20.124110397146513,2.0610635646690127,463.0003253344134,-0.3010609026161536,-0.10305659087126802,0.14634146341463414,2025-10-01 INTC pnl=67.09,2025-11-05 SOFI pnl=-43.83,0.19813340202863536,0.19050927512030652,0.22535362754385213,0.3618485393528857,500,"trend_quality_failed_sma_stack:303, trend_quality_failed_risk_bounds:197",395.90868279825,calibration
